2026-05-24 16:03:53.268 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:229 - 加载配置文件
2026-05-24 16:11:12.936 | INFO     | request_id - 7cd84daa-0660-4075-8fc5-2abaa40f5951 | app.agent.nodes.filter_metric:filter_metric:37 - 过滤后的指标: ['GMV']
2026-05-24 16:11:16.075 | INFO     | request_id - 7cd84daa-0660-4075-8fc5-2abaa40f5951 | app.agent.nodes.filter_table:filter_table:52 - 过滤后的表信息: ['fact_order']
2026-05-24 16:11:16.084 | INFO     | request_id - 7cd84daa-0660-4075-8fc5-2abaa40f5951 | app.agent.nodes.add_extra_context:add_extra_context:33 - 额外上下文信息：数据库信息-{'version': '8.0.45', 'dialect': 'mysql'} 日期信息-{'date': '2026-05-24', 'weekday': 'Sunday', 'quarter': 'Q2'}
2026-05-24 16:11:20.871 | INFO     | request_id - 7cd84daa-0660-4075-8fc5-2abaa40f5951 | app.agent.nodes.generate_sql:generate_sql:43 - 生成的SQL: SELECT SUM(order_amount) FROM fact_order;
2026-05-24 16:11:20.878 | INFO     | request_id - 7cd84daa-0660-4075-8fc5-2abaa40f5951 | app.agent.nodes.validate_sql:validate_sql:20 - SQL验证成功: SELECT SUM(order_amount) FROM fact_order;
2026-05-24 16:11:20.882 | INFO     | request_id - 7cd84daa-0660-4075-8fc5-2abaa40f5951 | app.agent.nodes.execute_sql:execute_sql:21 - 执行SQL结果: [{'SUM(order_amount)': Decimal('48191.00')}]
2026-05-24 16:12:06.016 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.extract_keywords:extract_keywords:39 - 抽取关键字: ['总金额', '查询', '查询所有订单的总金额', '订单']
2026-05-24 16:12:11.789 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.recall_metric:recall_metric:38 - 召回指标信息扩展关键词：['订单金额', '交易总额', '销售额', '成交金额', '订单总额', 'GMV', '查询', '查询所有订单的总金额', '交易金额', '订单总金额', '成交总额', '总金额', '订单']
2026-05-24 16:12:14.844 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.recall_value:recall_value:45 - 召回字段取值扩展关键词：['总金额', '查询', '查询所有订单的总金额', '订单']
2026-05-24 16:12:14.862 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.recall_value:recall_value:60 - 召回字段取值：[]
2026-05-24 16:12:15.060 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.recall_metric:recall_metric:50 - 召回指标信息：['GMV', 'AOV']
2026-05-24 16:12:17.007 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.recall_column:recall_column:47 - 召回字段信息扩展关键词：['订单金额', '查询', '查询所有订单的总金额', '总金额', '订单']
2026-05-24 16:12:18.275 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.recall_column:recall_column:66 - 召回字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'fact_order.order_id']
2026-05-24 16:12:18.279 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:89 - 合并召回信息: 表信息-['fact_order'],指标信息-['GMV', 'AOV']
2026-05-24 16:12:20.261 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.filter_metric:filter_metric:37 - 过滤后的指标: ['GMV']
2026-05-24 16:12:22.636 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.filter_table:filter_table:52 - 过滤后的表信息: ['fact_order']
2026-05-24 16:12:22.641 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.add_extra_context:add_extra_context:33 - 额外上下文信息：数据库信息-{'version': '8.0.45', 'dialect': 'mysql'} 日期信息-{'date': '2026-05-24', 'weekday': 'Sunday', 'quarter': 'Q2'}
2026-05-24 16:12:28.013 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.generate_sql:generate_sql:43 - 生成的SQL: SELECT SUM(order_amount) FROM fact_order;
2026-05-24 16:12:28.019 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.validate_sql:validate_sql:20 - SQL验证成功: SELECT SUM(order_amount) FROM fact_order;
2026-05-24 16:12:28.024 | INFO     | request_id - bffbaa3a-d28f-4f31-840c-7960acc9b927 | app.agent.nodes.execute_sql:execute_sql:21 - 执行SQL结果: [{'SUM(order_amount)': Decimal('48191.00')}]
2026-05-24 16:16:52.352 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.extract_keywords:extract_keywords:39 - 抽取关键字: ['各地区的销售额是多少', '地区', '销售额']
2026-05-24 16:17:01.196 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.recall_metric:recall_metric:38 - 召回指标信息扩展关键词：['营收', '地区', '销售额', '销售金额', '销售总额', '交易额', '各地区的销售额是多少', 'GMV', '销售收入', '成交额', '营业收入']
2026-05-24 16:17:04.097 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.recall_metric:recall_metric:50 - 召回指标信息：['GMV', 'AOV']
2026-05-24 16:17:05.286 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.recall_column:recall_column:47 - 召回字段信息扩展关键词：['各地区的销售额是多少', '地区', '销售额']
2026-05-24 16:17:06.083 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.recall_column:recall_column:66 - 召回字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.region_name', 'dim_region.province', 'dim_region.country']
2026-05-24 16:17:07.517 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.recall_value:recall_value:45 - 召回字段取值扩展关键词：['各地区的销售额是多少', '地区', '销售额']
2026-05-24 16:17:07.545 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.recall_value:recall_value:60 - 召回字段取值：[]
2026-05-24 16:17:07.552 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:89 - 合并召回信息: 表信息-['fact_order', 'dim_region'],指标信息-['GMV', 'AOV']
2026-05-24 16:17:09.989 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.filter_metric:filter_metric:37 - 过滤后的指标: ['GMV']
2026-05-24 16:17:13.081 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.filter_table:filter_table:52 - 过滤后的表信息: ['fact_order', 'dim_region']
2026-05-24 16:17:13.086 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.add_extra_context:add_extra_context:33 - 额外上下文信息：数据库信息-{'version': '8.0.45', 'dialect': 'mysql'} 日期信息-{'date': '2026-05-24', 'weekday': 'Sunday', 'quarter': 'Q2'}
2026-05-24 16:17:18.979 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.generate_sql:generate_sql:43 - 生成的SQL: SELECT dim_region.region_name, SUM(fact_order.order_amount) FROM fact_order JOIN dim_region ON fact_order.region_id = dim_region.region_id GROUP BY dim_region.region_name
2026-05-24 16:17:18.986 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.validate_sql:validate_sql:20 - SQL验证成功: SELECT dim_region.region_name, SUM(fact_order.order_amount) FROM fact_order JOIN dim_region ON fact_order.region_id = dim_region.region_id GROUP BY dim_region.region_name
2026-05-24 16:17:18.989 | INFO     | request_id - 33a69450-30fc-46f8-b781-88f4e466f283 | app.agent.nodes.execute_sql:execute_sql:21 - 执行SQL结果: [{'region_name': 'å\x8dŽå\x8d—', 'SUM(fact_order.order_amount)': Decimal('19997.00')}, {'region_name': 'å\x8dŽä¸œ', 'SUM(fact_order.order_amount)': Decimal('22998.00')}, {'region_name': 'å\x8dŽåŒ—', 'SUM(fact_order.order_amount)': Decimal('3999.00')}, {'region_name': 'è¥¿å\x8d—', 'SUM(fact_order.order_amount)': Decimal('1197.00')}]
2026-05-24 16:27:42.427 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.extract_keywords:extract_keywords:39 - 抽取关键字: ['总金额', '订单', '有订单的总金额是多少']
2026-05-24 16:27:51.457 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.recall_metric:recall_metric:38 - 召回指标信息扩展关键词：['订单金额', '交易总额', '成交金额', '有订单的总金额是多少', '订单总额', 'GMV', '交易金额', '订单总金额', '总金额', '订单']
2026-05-24 16:27:52.210 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.recall_value:recall_value:45 - 召回字段取值扩展关键词：['有订单', '总金额', '订单', '有订单的总金额是多少']
2026-05-24 16:27:52.231 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.recall_value:recall_value:60 - 召回字段取值：[]
2026-05-24 16:27:54.150 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.recall_metric:recall_metric:50 - 召回指标信息：['GMV', 'AOV']
2026-05-24 16:27:54.217 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.recall_column:recall_column:47 - 召回字段信息扩展关键词：['订单金额', '订单编号', '有订单的总金额是多少', '订单状态', '总金额', '订单']
2026-05-24 16:27:55.726 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.recall_column:recall_column:66 - 召回字段信息：['fact_order.order_amount', 'fact_order.order_quantity', 'fact_order.order_id', 'fact_order.date_id']
2026-05-24 16:27:55.734 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:89 - 合并召回信息: 表信息-['fact_order'],指标信息-['GMV', 'AOV']
2026-05-24 16:27:57.569 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.filter_metric:filter_metric:37 - 过滤后的指标: ['GMV']
2026-05-24 16:27:59.776 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.filter_table:filter_table:52 - 过滤后的表信息: ['fact_order']
2026-05-24 16:27:59.785 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.add_extra_context:add_extra_context:33 - 额外上下文信息：数据库信息-{'version': '8.0.45', 'dialect': 'mysql'} 日期信息-{'date': '2026-05-24', 'weekday': 'Sunday', 'quarter': 'Q2'}
2026-05-24 16:28:04.062 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.generate_sql:generate_sql:43 - 生成的SQL: SELECT SUM(order_amount) FROM fact_order;
2026-05-24 16:28:04.073 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.validate_sql:validate_sql:20 - SQL验证成功: SELECT SUM(order_amount) FROM fact_order;
2026-05-24 16:28:04.079 | INFO     | request_id - f7f34e32-aff2-4fe7-ade0-2bb4cf1ddde6 | app.agent.nodes.execute_sql:execute_sql:21 - 执行SQL结果: [{'SUM(order_amount)': Decimal('48191.00')}]
2026-05-24 16:29:21.281 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.extract_keywords:extract_keywords:39 - 抽取关键字: ['各地区的销售额分别是多少', '地区', '销售额']
2026-05-24 16:29:26.485 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.recall_metric:recall_metric:38 - 召回指标信息扩展关键词：['地区', '销售额', '销售金额', '各地区的销售额分别是多少', '交易额', 'GMV', '销售收入', '成交额']
2026-05-24 16:29:28.544 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.recall_metric:recall_metric:50 - 召回指标信息：['GMV', 'AOV']
2026-05-24 16:29:30.286 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.recall_column:recall_column:47 - 召回字段信息扩展关键词：['地区名称', '各地区的销售额分别是多少', '销售额', '地区']
2026-05-24 16:29:31.355 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.recall_column:recall_column:66 - 召回字段信息：['dim_region.country', 'dim_region.region_name', 'fact_order.region_id', 'dim_region.region_id', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.province']
2026-05-24 16:29:48.194 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.recall_value:recall_value:45 - 召回字段取值扩展关键词：['各地区的销售额分别是多少', '销售额', '地区']
2026-05-24 16:29:48.220 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.recall_value:recall_value:60 - 召回字段取值：[]
2026-05-24 16:29:48.232 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:89 - 合并召回信息: 表信息-['dim_region', 'fact_order'],指标信息-['GMV', 'AOV']
2026-05-24 16:29:51.417 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.filter_metric:filter_metric:37 - 过滤后的指标: ['GMV']
2026-05-24 16:29:56.560 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.filter_table:filter_table:52 - 过滤后的表信息: ['dim_region', 'fact_order']
2026-05-24 16:29:56.568 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.add_extra_context:add_extra_context:33 - 额外上下文信息：数据库信息-{'version': '8.0.45', 'dialect': 'mysql'} 日期信息-{'date': '2026-05-24', 'weekday': 'Sunday', 'quarter': 'Q2'}
2026-05-24 16:30:02.892 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.generate_sql:generate_sql:43 - 生成的SQL: SELECT t1.region_name, SUM(t2.order_amount) AS sales_amount FROM dim_region t1 JOIN fact_order t2 ON t1.region_id = t2.region_id GROUP BY t1.region_name
2026-05-24 16:30:02.900 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.validate_sql:validate_sql:20 - SQL验证成功: SELECT t1.region_name, SUM(t2.order_amount) AS sales_amount FROM dim_region t1 JOIN fact_order t2 ON t1.region_id = t2.region_id GROUP BY t1.region_name
2026-05-24 16:30:02.907 | INFO     | request_id - 1e62b747-0a74-4d80-9ddc-de49f1ccd06b | app.agent.nodes.execute_sql:execute_sql:21 - 执行SQL结果: [{'region_name': 'å\x8dŽå\x8d—', 'sales_amount': Decimal('19997.00')}, {'region_name': 'å\x8dŽä¸œ', 'sales_amount': Decimal('22998.00')}, {'region_name': 'å\x8dŽåŒ—', 'sales_amount': Decimal('3999.00')}, {'region_name': 'è¥¿å\x8d—', 'sales_amount': Decimal('1197.00')}]
2026-05-24 16:32:20.154 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:229 - 加载配置文件
2026-05-24 16:32:20.184 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:234 - 保存表信息到meta数据库
2026-05-24 16:32:46.504 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:238 - 为字段信息建立向量索引
2026-05-24 16:32:46.554 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:242 - 为字段取值建立全文索引
2026-05-24 16:32:46.560 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:248 - 保存指标信息到meta数据库
2026-05-24 16:32:49.224 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:252 - 为指标信息建立向量索引
2026-05-24 16:32:49.224 | INFO     | request_id - 1 | app.services.meta_knowledge_service:build:254 - 元数据知识库构建完成
2026-05-24 16:33:01.406 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.extract_keywords:extract_keywords:39 - 抽取关键字: ['各地区的销售额分别是多少', '地区', '销售额']
2026-05-24 16:33:06.072 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.recall_column:recall_column:47 - 召回字段信息扩展关键词：['地区名称', '各地区的销售额分别是多少', '销售额', '地区']
2026-05-24 16:33:06.795 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.recall_metric:recall_metric:38 - 召回指标信息扩展关键词：['地区', '销售额', '销售金额', '各地区的销售额分别是多少', '交易额', 'GMV', '销售收入', '成交额']
2026-05-24 16:33:07.375 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.recall_column:recall_column:66 - 召回字段信息：['dim_region.country', 'dim_region.region_name', 'fact_order.order_amount', 'fact_order.order_quantity', 'dim_region.province']
2026-05-24 16:33:09.189 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.recall_metric:recall_metric:50 - 召回指标信息：['GMV', 'AOV']
2026-05-24 16:33:12.961 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.recall_value:recall_value:45 - 召回字段取值扩展关键词：['各地区的销售额分别是多少', '销售额', '地区']
2026-05-24 16:33:12.989 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.recall_value:recall_value:60 - 召回字段取值：[]
2026-05-24 16:33:12.997 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.merge_retrieved_info:merge_retrieved_info:89 - 合并召回信息: 表信息-['dim_region', 'fact_order'],指标信息-['GMV', 'AOV']
2026-05-24 16:33:15.510 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.filter_metric:filter_metric:37 - 过滤后的指标: ['GMV']
2026-05-24 16:33:17.764 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.filter_table:filter_table:52 - 过滤后的表信息: ['dim_region', 'fact_order']
2026-05-24 16:33:17.769 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.add_extra_context:add_extra_context:33 - 额外上下文信息：数据库信息-{'version': '8.0.45', 'dialect': 'mysql'} 日期信息-{'date': '2026-05-24', 'weekday': 'Sunday', 'quarter': 'Q2'}
2026-05-24 16:33:21.768 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.generate_sql:generate_sql:43 - 生成的SQL: SELECT t1.region_name, SUM(t2.order_amount) FROM dim_region t1 JOIN fact_order t2 ON t1.region_id = t2.region_id GROUP BY t1.region_name;
2026-05-24 16:33:21.776 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.validate_sql:validate_sql:20 - SQL验证成功: SELECT t1.region_name, SUM(t2.order_amount) FROM dim_region t1 JOIN fact_order t2 ON t1.region_id = t2.region_id GROUP BY t1.region_name;
2026-05-24 16:33:21.779 | INFO     | request_id - 87d5ee12-aa48-448b-9698-8892453eb779 | app.agent.nodes.execute_sql:execute_sql:21 - 执行SQL结果: [{'region_name': '华南', 'SUM(t2.order_amount)': Decimal('19997.00')}, {'region_name': '华东', 'SUM(t2.order_amount)': Decimal('22998.00')}, {'region_name': '华北', 'SUM(t2.order_amount)': Decimal('3999.00')}, {'region_name': '西南', 'SUM(t2.order_amount)': Decimal('1197.00')}]
2026-05-24 16:33:39.150 | INFO     | request_id - daea9005-81bc-4380-820f-19ee72ae64e4 | app.agent.nodes.extract_keywords:extract_keywords:39 - 抽取关键字: ['品类', '各品类的销售额是多少', '销售额']
2026-05-24 16:33:44.063 | INFO     | request_id - daea9005-81bc-4380-820f-19ee72ae64e4 | app.agent.nodes.recall_metric:recall_metric:38 - 召回指标信息扩展关键词：['品类', '销售额', '销售金额', '成交金额', '交易额', 'GMV', '交易金额', '成交额', '销售收入', '各品类的销售额是多少']
2026-05-24 16:33:44.994 | INFO     | request_id - daea9005-81bc-4380-820f-19ee72ae64e4 | app.agent.nodes.recall_column:recall_column:47 - 召回字段信息扩展关键词：['品类', '各品类的销售额是多少', '商品品类', '销售额']
2026-05-24 16:33:46.536 | INFO     | request_id - daea9005-81bc-4380-820f-19ee72ae64e4 | app.agent.nodes.recall_value:recall_value:45 - 召回字段取值扩展关键词：['品类', '各品类的销售额是多少', '销售额']
2026-05-24 16:33:46.553 | INFO     | request_id - daea9005-81bc-4380-820f-19ee72ae64e4 | app.agent.nodes.recall_value:recall_value:60 - 召回字段取值：[]
